@relation CleanedPorNumData-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute sex {F,M}
@attribute age numeric
@attribute address {U,R}
@attribute famsize {GT3,LE3}
@attribute Pstatus {A,T}
@attribute Medu {college,elementary,'high school','junior high',none}
@attribute Fedu {college,elementary,'junior high','high school',none}
@attribute traveltime {'15 to 30 min','<15 min','30 min to 1 hr','>1 hour'}
@attribute studytime {'2 to 5 hours','5 to 10 hours','<2 hours','10 hours'}
@attribute failures numeric
@attribute schoolsup {yes,no}
@attribute famsup {no,yes}
@attribute paid {no,yes}
@attribute activities {no,yes}
@attribute higher {yes,no}
@attribute internet {no,yes}
@attribute romantic {no,yes}
@attribute famrel {good,excellent,average,'very bad',bad}
@attribute freetime {average,low,high,'very low','very high'}
@attribute goout {high,average,low,'very low','very high'}
@attribute Dalc {'very low',low,'very high',average,high}
@attribute Walc {'very low',average,low,high,'very high'}
@attribute health {average,'very good','very bad',bad,good}
@attribute absences numeric
@attribute G numeric

@data
F,18,U,LE3,T,college,'high school','15 to 30 min','<2 hours',0,no,yes,no,no,yes,yes,no,average,low,high,'very low',high,'very bad',8,12
M,18,U,LE3,T,'high school',elementary,'15 to 30 min','<2 hours',0,no,no,no,yes,yes,yes,yes,average,average,high,high,'very high',good,2,11
F,17,U,GT3,T,college,'junior high','15 to 30 min','10 hours',0,no,no,no,no,yes,yes,yes,good,low,average,average,'very low','very good',0,18
F,15,U,LE3,A,college,'high school','<15 min','2 to 5 hours',0,yes,yes,yes,yes,yes,yes,yes,excellent,low,low,'very low','very low','very good',4,11
M,18,R,LE3,T,'high school','junior high','15 to 30 min','5 to 10 hours',0,no,yes,no,yes,yes,yes,no,excellent,high,low,'very low','very low',good,0,15
F,18,U,GT3,T,'high school','high school','<15 min','2 to 5 hours',0,no,no,no,yes,yes,yes,no,excellent,average,high,'very low','very low',good,8,11
M,18,U,LE3,T,college,college,'15 to 30 min','5 to 10 hours',0,no,no,no,no,yes,yes,yes,good,low,low,low,low,'very good',0,16
F,17,U,GT3,T,college,college,'<15 min','2 to 5 hours',0,no,yes,no,no,yes,yes,no,excellent,low,'very high','very low','very low','very good',0,15
F,16,U,LE3,T,'junior high',college,'15 to 30 min','2 to 5 hours',0,no,yes,no,yes,yes,yes,yes,good,low,low,'very low',low,'very good',2,12
F,19,U,LE3,A,'junior high','high school','15 to 30 min','<2 hours',1,no,no,no,no,no,yes,no,bad,low,average,average,high,'very good',16,11
M,17,U,LE3,T,'junior high','junior high','<15 min','2 to 5 hours',0,no,no,no,yes,yes,yes,yes,good,high,low,'very high','very high',good,0,16
F,17,R,GT3,T,college,college,'15 to 30 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,no,good,average,average,'very low',low,'very good',2,12
M,18,U,GT3,T,'junior high','junior high','15 to 30 min','2 to 5 hours',3,no,yes,yes,no,yes,yes,no,average,average,average,'very high','very high',good,9,9
M,17,U,GT3,T,'high school','junior high','15 to 30 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,good,'very low',low,low,low,'very bad',0,14
F,18,U,LE3,A,'junior high',elementary,'<15 min','2 to 5 hours',0,no,yes,no,no,yes,yes,yes,good,average,high,'very low',average,'very good',2,12
M,16,U,GT3,T,college,college,'<15 min','<2 hours',0,yes,yes,no,yes,yes,yes,no,good,'very high','very high','very high','very high',good,12,9
F,16,U,GT3,T,college,'high school','<15 min','2 to 5 hours',0,no,yes,no,yes,yes,yes,no,good,average,'very high','very low','very high',bad,2,14
F,18,R,GT3,A,college,'high school','<15 min','<2 hours',0,no,yes,no,no,yes,yes,no,excellent,high,high,average,high,bad,8,11
M,16,U,LE3,T,college,'junior high','<15 min','2 to 5 hours',0,no,no,no,yes,yes,yes,no,good,'very high','very low','very low',average,'very good',0,13
F,18,R,LE3,A,'high school','junior high','15 to 30 min','5 to 10 hours',2,no,yes,no,no,no,no,yes,average,average,low,'very low','very low',bad,6,9
F,19,U,GT3,T,'high school','high school','<15 min','10 hours',0,no,yes,no,yes,yes,yes,no,good,average,average,'very low',low,average,4,12
F,18,R,GT3,T,college,college,'15 to 30 min','2 to 5 hours',0,no,no,no,yes,yes,yes,no,good,average,high,low,low,good,8,11
F,16,U,LE3,T,'high school',elementary,'<15 min','2 to 5 hours',0,yes,yes,no,no,yes,no,no,average,average,average,low,average,bad,0,13
M,17,U,GT3,T,'junior high',elementary,'<15 min','<2 hours',0,no,yes,no,no,yes,yes,no,excellent,high,'very high','very low',low,'very good',22,7
M,17,U,GT3,T,'high school','junior high','<15 min','<2 hours',3,no,yes,yes,yes,yes,yes,no,excellent,'very high','very high',low,high,'very good',2,8
M,16,R,GT3,T,'junior high',elementary,'15 to 30 min','<2 hours',0,no,no,no,yes,yes,no,no,average,average,low,'very low',average,average,2,13
F,19,U,GT3,T,'junior high','high school','<15 min','<2 hours',1,no,no,no,no,no,yes,yes,good,high,high,'very low','very low',bad,0,9
F,16,U,GT3,T,'junior high','junior high','<15 min','<2 hours',0,no,yes,yes,yes,yes,no,yes,good,low,'very high','very low',low,'very good',0,16
M,18,U,LE3,T,'junior high',elementary,'>1 hour','2 to 5 hours',0,yes,yes,no,yes,yes,yes,yes,good,average,low,high,'very high',average,2,10
M,16,U,LE3,T,'junior high','junior high','15 to 30 min','<2 hours',0,no,yes,no,yes,yes,yes,no,bad,average,average,low,low,bad,4,11
M,15,U,GT3,T,college,none,'15 to 30 min','10 hours',0,no,no,no,yes,yes,yes,no,average,high,average,'very low','very low','very bad',0,11
M,16,U,LE3,T,elementary,elementary,'15 to 30 min','2 to 5 hours',0,no,yes,no,no,yes,yes,no,average,high,low,'very low','very low','very good',2,9
M,16,R,GT3,T,'high school','junior high','15 to 30 min','<2 hours',0,no,no,no,no,yes,yes,no,good,'very high','very high',low,average,'very good',2,9
F,17,R,GT3,T,'high school',elementary,'<15 min','2 to 5 hours',0,no,yes,no,yes,yes,yes,no,good,'very high',high,low,average,'very bad',10,9
F,15,U,GT3,T,college,'junior high','<15 min','5 to 10 hours',0,no,yes,no,yes,yes,yes,yes,average,low,low,'very low','very low','very good',0,14
F,19,U,LE3,A,elementary,elementary,'<15 min','<2 hours',0,no,yes,no,no,no,no,no,'very bad',high,high,'very low','very low','very good',0,8
M,17,U,GT3,T,college,college,'<15 min','<2 hours',0,no,yes,no,yes,yes,yes,no,good,low,'very low','very low',low,'very good',6,8
M,18,U,LE3,T,elementary,elementary,'15 to 30 min','<2 hours',0,no,no,no,no,yes,yes,yes,average,average,low,'very low',low,average,2,13
M,17,U,GT3,T,'high school','high school','<15 min','2 to 5 hours',0,no,yes,no,yes,yes,yes,yes,good,average,high,low,average,good,6,13
M,17,R,GT3,T,elementary,'junior high','<15 min','2 to 5 hours',0,no,yes,no,yes,yes,no,yes,average,'very high',low,low,low,'very bad',2,17
F,16,R,GT3,T,college,college,'<15 min','2 to 5 hours',0,no,no,no,yes,yes,yes,yes,good,average,average,low,average,bad,0,16
M,18,U,LE3,T,college,college,'<15 min','10 hours',0,no,yes,no,yes,no,yes,yes,excellent,'very high','very high','very high','very high','very good',2,6
F,17,U,GT3,A,college,college,'15 to 30 min','2 to 5 hours',0,yes,yes,no,no,yes,no,no,good,'very low',high,'very low','very low','very bad',2,13
F,16,U,GT3,T,elementary,'junior high','<15 min','5 to 10 hours',1,no,yes,no,no,yes,no,no,'very bad',average,low,'very low',low,good,3,8
F,17,U,GT3,T,'junior high',elementary,'<15 min','2 to 5 hours',0,no,yes,no,yes,yes,yes,no,good,average,'very high',low,high,good,4,16
F,18,U,GT3,T,'junior high','junior high','<15 min','5 to 10 hours',0,no,yes,no,no,yes,yes,no,good,average,average,'very low',low,bad,0,18
F,18,R,GT3,T,'junior high','junior high','15 to 30 min','10 hours',0,no,no,no,yes,yes,no,no,good,high,high,'very low','very low',good,6,13
F,17,U,GT3,T,'high school','high school','<15 min','<2 hours',0,no,yes,yes,yes,yes,yes,no,good,low,'very high',low,'very high','very good',2,12
F,16,U,GT3,A,'junior high','junior high','<15 min','<2 hours',1,no,no,no,no,yes,no,no,excellent,average,high,'very low','very low','very good',12,11
F,15,U,GT3,T,college,college,'<15 min','5 to 10 hours',0,no,yes,no,yes,yes,yes,no,good,low,low,'very low','very low','very good',2,13
F,18,U,LE3,A,'junior high',college,'15 to 30 min','2 to 5 hours',1,no,yes,no,no,yes,yes,no,good,average,average,'very low','very low',average,18,10
F,17,U,GT3,T,'junior high','high school','15 to 30 min','2 to 5 hours',0,no,no,no,yes,yes,yes,yes,good,low,'very low','very low','very low',average,2,12
F,15,R,GT3,T,'high school','high school','15 to 30 min','<2 hours',0,no,no,no,no,yes,yes,no,good,'very low',average,'very low','very low',good,0,16
M,16,U,GT3,T,'high school','high school','<15 min','5 to 10 hours',0,no,yes,no,yes,yes,yes,no,excellent,average,average,'very low','very low','very good',4,14
F,15,R,GT3,T,elementary,elementary,'30 min to 1 hr','<2 hours',1,no,no,no,yes,yes,yes,yes,excellent,'very high','very high','very low','very low','very bad',2,9
F,16,R,GT3,A,'junior high','junior high','<15 min','2 to 5 hours',0,no,no,no,no,yes,no,yes,average,average,low,'very low','very low',average,2,10
M,16,U,LE3,T,'junior high','junior high','<15 min','2 to 5 hours',0,no,no,no,no,yes,yes,no,good,high,high,'very low','very low',average,0,12
M,16,R,LE3,T,elementary,elementary,'15 to 30 min','<2 hours',0,no,no,no,yes,yes,yes,no,good,'very high','very high',low,high,'very good',0,10
M,17,U,LE3,T,college,'high school','15 to 30 min','2 to 5 hours',0,no,no,no,yes,yes,yes,yes,bad,'very high','very high','very low',high,'very good',8,15
M,18,U,GT3,T,college,college,'<15 min','5 to 10 hours',0,no,no,no,yes,yes,yes,no,good,average,average,low,low,average,0,14
M,15,U,GT3,T,college,college,'<15 min','<2 hours',0,no,yes,yes,yes,yes,yes,no,excellent,average,average,'very low','very low','very good',2,13
F,17,R,GT3,T,'high school','junior high','<15 min','2 to 5 hours',1,no,no,no,no,yes,no,yes,good,'very high',high,'very low',low,'very good',0,10
F,16,R,GT3,T,'junior high','junior high','15 to 30 min','2 to 5 hours',0,no,yes,no,yes,yes,yes,no,good,high,high,'very low','very low','very good',0,12
M,17,U,GT3,T,'junior high',elementary,'15 to 30 min','<2 hours',3,yes,yes,no,yes,no,yes,no,good,'very high','very low','very low','very low',average,0,9
F,16,U,GT3,T,college,'junior high','<15 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,good,low,average,'very low','very low','very good',2,15
M,17,R,GT3,T,'junior high','junior high','>1 hour','<2 hours',0,no,yes,no,no,yes,yes,no,good,high,'very high','very high','very high',good,2,10
M,16,R,GT3,T,'junior high','junior high','30 min to 1 hr','<2 hours',0,no,no,no,no,yes,no,no,good,low,low,'very low',low,average,4,10
M,16,U,LE3,T,'junior high',elementary,'<15 min','2 to 5 hours',0,no,no,no,yes,yes,yes,yes,good,low,average,'very low',low,'very good',0,14
M,18,R,GT3,T,elementary,none,'30 min to 1 hr','<2 hours',1,yes,yes,no,no,yes,no,no,good,average,low,'very low','very low',good,0,12
F,16,U,GT3,T,college,college,'15 to 30 min','5 to 10 hours',0,no,yes,no,no,yes,yes,yes,excellent,average,'very high','very low',high,'very good',1,11
M,17,U,GT3,T,'high school','high school','<15 min','<2 hours',0,no,no,no,yes,yes,yes,no,good,average,'very high',average,'very high','very good',0,18
