school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G
GP,F,15,U,GT3,T,Junior High,Primary,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,0,D,C,C
GP,M,15,U,LE3,T,Higher,Higher,health,services,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,5,0,C,C,C
GP,M,15,U,GT3,T,Higher,Secondary,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,3,0,C,C,C
GP,M,15,U,GT3,A,Junior High,Junior High,other,other,home,other,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,B,B,B
GP,F,16,U,GT3,T,Higher,Higher,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,6,A,A,A
GP,F,16,U,GT3,T,Higher,Higher,services,services,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,2,2,10,C,C,B
GP,F,16,U,GT3,T,Secondary,Secondary,other,other,reputation,mother,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,2,C,B,B
GP,M,17,U,GT3,T,Secondary,Junior High,services,services,course,mother,1,1,3,no,yes,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,2,F,F,F
GP,M,16,U,LE3,T,Higher,Secondary,health,other,home,father,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,6,C,C,C
GP,M,15,U,GT3,T,Higher,Secondary,teacher,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0,C,C,B
GP,M,15,U,GT3,T,Higher,Higher,health,health,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,D,C,C
GP,M,16,U,LE3,T,Higher,Junior High,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,0,C,C,B
GP,M,16,U,LE3,T,Junior High,Junior High,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,2,D,D,D
GP,F,15,R,GT3,T,Junior High,Higher,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,D,D,D
GP,F,16,U,GT3,T,Junior High,Junior High,services,services,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,5,6,D,D,C
GP,M,15,U,GT3,T,Junior High,Junior High,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,5,8,D,C,C
GP,M,15,U,GT3,T,Higher,Junior High,health,services,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,0,D,D,D
GP,M,16,U,LE3,A,Secondary,Higher,services,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2,C,C,C
GP,M,16,U,GT3,T,Higher,Higher,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4,C,D,C
GP,M,15,U,GT3,T,Higher,Higher,health,services,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,D,D,D
GP,M,15,U,GT3,T,Higher,Higher,services,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,2,B,B,B
GP,M,15,R,GT3,T,Higher,Secondary,teacher,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,C,B,B
GP,M,15,U,LE3,T,Secondary,Secondary,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,C,C,C
GP,M,16,U,GT3,T,Secondary,Junior High,other,other,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,5,4,3,1,1,5,4,C,C,C
GP,F,15,U,GT3,T,Junior High,Secondary,other,other,other,father,2,1,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,4,D,D,D
GP,M,15,U,LE3,T,Higher,Secondary,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,0,B,B,B
GP,M,16,R,GT3,A,Higher,Higher,other,teacher,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,4,C,C,C
GP,F,15,R,GT3,T,Secondary,Higher,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,D,C,C
GP,F,15,R,GT3,T,Junior High,Junior High,at_home,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,no,no,4,3,1,1,1,2,8,B,C,C
GP,F,16,U,LE3,T,Junior High,Junior High,other,other,home,mother,2,2,0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,16,D,D,D
GP,M,15,U,LE3,T,Higher,Higher,teacher,other,home,other,1,1,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,8,D,D,D
GP,M,15,U,GT3,T,Higher,Higher,services,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,B,B,B
GP,M,15,U,GT3,T,Junior High,Junior High,services,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0,F,D,D
GP,F,16,U,LE3,T,Junior High,Junior High,other,at_home,course,father,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,14,D,D,D
GP,F,15,U,LE3,A,Higher,Secondary,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,4,D,D,D
GP,F,16,U,LE3,A,Secondary,Secondary,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,6,C,C,C
GP,M,16,U,GT3,T,Higher,Secondary,health,services,reputation,mother,1,4,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2,A,A,A
GP,M,15,U,GT3,T,Higher,Junior High,teacher,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,3,2,2,5,4,D,C,C
GP,F,15,U,GT3,T,Higher,Higher,services,teacher,other,father,1,2,0,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,2,C,C,C
GP,F,16,U,LE3,T,Junior High,Junior High,services,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,4,0,B,C,C
GP,F,15,U,LE3,T,Higher,Junior High,health,other,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,A,B,A
GP,M,15,U,LE3,A,Higher,Junior High,health,health,other,father,2,1,0,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,4,D,F,F
GP,F,15,U,GT3,T,Higher,Higher,services,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,2,3,5,0,C,C,C
GP,F,15,U,LE3,A,Secondary,Secondary,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,4,4,1,0,C,C,C
GP,F,16,U,GT3,A,Junior High,Primary,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,2,C,C,C
GP,F,15,U,GT3,A,Higher,Secondary,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,B,B,B
GP,M,15,U,GT3,T,Higher,Higher,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,8,B,B,A
GP,M,15,U,LE3,T,Primary,Junior High,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,B,C,B
GP,F,16,U,GT3,T,Higher,Junior High,services,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,5,2,A,B,A
GP,F,16,R,GT3,T,Higher,Higher,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,0,A,A,A
GP,F,16,U,GT3,T,Primary,Primary,services,services,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,0,D,D,A
GP,F,16,U,LE3,T,Primary,Junior High,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,0,C,C,D
GP,F,16,U,GT3,T,Higher,Secondary,teacher,health,home,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,4,0,B,C,C
GP,F,15,U,LE3,T,Higher,Secondary,services,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0,C,C,C
GP,F,16,U,LE3,T,Higher,Secondary,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,A,B,A
GP,M,15,U,GT3,A,Higher,Higher,other,services,reputation,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,0,D,C,C
GP,F,16,U,GT3,T,Secondary,Primary,services,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,5,0,D,F,D
GP,F,15,R,LE3,T,Junior High,Junior High,health,services,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,0,D,D,D
GP,F,15,R,LE3,T,Secondary,Primary,other,other,reputation,father,2,4,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,6,B,B,B
GP,M,16,U,GT3,T,Secondary,Primary,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2,C,D,D
GP,M,15,U,GT3,T,Higher,Junior High,other,other,course,mother,1,4,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,D,F,D
GP,F,15,R,GT3,T,Primary,Primary,other,other,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,C,D,D
GP,M,16,U,GT3,T,Secondary,Primary,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0,C,C,B
GP,F,16,U,GT3,T,Secondary,Secondary,other,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,2,4,5,4,D,D,D
GP,M,15,U,GT3,T,Higher,Secondary,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,0,D,D,D
GP,M,15,U,GT3,T,Higher,None,teacher,other,course,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,0,C,D,D
GP,F,16,U,GT3,T,Junior High,Junior High,other,other,reputation,mother,1,4,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1,C,C,C
GP,M,17,U,GT3,T,Junior High,Primary,other,other,home,mother,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,0,F,F,D
GP,F,16,U,GT3,T,Secondary,Higher,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,14,C,D,D
GP,M,15,U,GT3,T,Junior High,Secondary,other,services,course,father,1,1,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0,D,D,C
GP,M,15,U,GT3,T,Junior High,Secondary,other,other,home,mother,1,3,0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,2,D,F,F
GP,F,15,U,LE3,T,Secondary,Junior High,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4,C,D,D
GP,M,15,U,LE3,T,Junior High,Junior High,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2,C,C,C
GP,F,15,U,GT3,T,Primary,Primary,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,C,C,C
GP,F,15,U,GT3,T,Higher,Higher,services,services,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,C,D,C
GP,F,16,U,LE3,T,Junior High,Junior High,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,6,C,D,D
GP,F,15,U,GT3,T,Higher,Junior High,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,B,B,B
GP,M,16,U,GT3,T,Junior High,Junior High,services,other,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6,C,D,D
GP,M,16,U,LE3,A,Higher,Higher,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6,F,F,D
GP,F,16,U,GT3,T,Secondary,Secondary,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,F,D,D
GP,F,15,U,GT3,T,Higher,Secondary,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6,B,C,C
GP,F,16,U,LE3,T,Secondary,Primary,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0,C,C,C
GP,F,16,U,GT3,T,Higher,Junior High,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,C,B,B
GP,M,15,U,LE3,T,Junior High,Junior High,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2,D,C,C
GP,F,15,R,GT3,T,Primary,Primary,at_home,other,home,mother,2,4,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,C,C,C
GP,M,16,R,GT3,T,Higher,Secondary,services,other,reputation,mother,2,1,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6,F,D,D
GP,F,16,U,GT3,T,Junior High,Primary,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0,C,C,C
GP,F,16,U,GT3,T,Higher,Higher,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,4,C,C,C
GP,F,16,U,GT3,T,Higher,Secondary,other,at_home,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2,C,C,C
GP,M,16,U,GT3,T,Higher,Higher,services,services,other,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12,F,F,F
GP,M,16,U,GT3,T,Higher,Higher,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,A,A,A
GP,M,15,U,GT3,T,Higher,Higher,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,C,C,C
GP,F,15,U,GT3,T,Secondary,Junior High,services,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,D,D,D
GP,M,15,U,GT3,A,Secondary,Higher,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,A,A,A
GP,F,15,U,GT3,A,Secondary,Secondary,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,D,D,D
GP,F,15,U,GT3,T,Junior High,Junior High,other,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4,D,D,D
GP,M,16,U,GT3,T,Secondary,Secondary,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,C,B,B
GP,M,15,R,GT3,T,Higher,Higher,other,other,home,father,4,4,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,C,D,D
GP,F,16,U,LE3,T,Higher,Higher,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,B,B,B
GP,M,15,U,LE3,A,Higher,Higher,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,C,B,B
GP,F,16,R,GT3,T,Secondary,Secondary,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,D,D,D
GP,F,16,U,GT3,T,Junior High,Junior High,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,F,D,D
GP,M,15,U,LE3,T,Higher,Junior High,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,A,A,A
GP,M,15,R,GT3,T,Junior High,Primary,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,D,F,D
GP,M,16,U,GT3,T,Higher,Higher,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,A,B,B
GP,M,15,U,GT3,T,Higher,Higher,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,A,B,A
GP,M,16,U,GT3,T,Secondary,Secondary,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,B,B,B
GP,M,17,R,GT3,T,Primary,Secondary,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,C,D,D
GP,M,15,U,GT3,T,Secondary,Higher,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,B,C,B
GP,F,15,U,GT3,T,Primary,Junior High,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,B,B,B
GP,M,15,U,GT3,T,Junior High,Junior High,services,services,home,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,B,C,C
GP,F,16,U,LE3,T,Junior High,Higher,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,B,C,C
GP,M,16,U,GT3,T,Higher,Higher,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,C,C,C
GP,F,16,U,GT3,T,Junior High,Junior High,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,C,D,D
GP,M,15,U,GT3,T,Secondary,Higher,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,F,F,F
GP,F,15,U,LE3,A,Secondary,Higher,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,D,D,D
GP,F,19,U,GT3,T,None,Primary,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,F,D,D
GP,M,16,R,GT3,T,Higher,Higher,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,B,B,B
GP,M,16,U,GT3,T,Junior High,Secondary,other,other,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,C,C,C
GP,F,15,R,GT3,T,Secondary,Higher,services,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,D,D,C
GP,F,18,U,GT3,T,Junior High,Primary,services,other,reputation,mother,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,D,F,F
GP,F,17,U,LE3,A,Junior High,Primary,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,D,D,D
GP,F,15,U,GT3,T,Primary,Primary,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,D,C,C
GP,F,17,U,LE3,T,Junior High,Junior High,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,C,C,C
GP,F,16,U,GT3,A,Secondary,Higher,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,B,C,B
GP,M,16,U,GT3,T,Junior High,Primary,at_home,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,F,F,D
GP,F,16,U,GT3,A,Junior High,Junior High,other,other,home,mother,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,C,D,D
GP,M,15,R,GT3,T,Secondary,Higher,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,C,D,D
GP,F,15,U,GT3,T,Higher,Higher,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,C,B,B
GP,M,17,R,GT3,T,Secondary,Higher,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,D,F,D
GP,F,16,R,GT3,T,Primary,Primary,at_home,other,course,mother,4,2,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,B,C,C
GP,M,18,U,LE3,T,Secondary,Primary,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,D,D,C
GP,F,18,U,GT3,A,Secondary,Junior High,other,services,course,other,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,C,D,D
GP,F,16,R,GT3,T,Primary,Primary,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,C,D,D
GP,F,16,U,GT3,A,Secondary,Secondary,other,other,course,other,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,F,F,D
GP,M,16,U,LE3,T,Primary,Primary,services,other,course,mother,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,D,D,D
GP,F,15,U,GT3,T,Higher,Higher,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,C,B,B
GP,F,15,R,GT3,T,Primary,Primary,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,F,F,F
GP,M,15,U,GT3,T,Higher,Secondary,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,F,D,D
GP,F,15,U,GT3,A,Secondary,Secondary,services,services,home,mother,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,F,F,F
GP,M,16,U,GT3,T,Higher,Higher,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,B,C,C
GP,M,16,U,LE3,T,Junior High,Junior High,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,C,D,D
GP,F,15,U,GT3,T,Higher,Higher,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,C,C,C
GP,F,16,U,LE3,T,Primary,Primary,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,D,D,D
GP,M,17,U,GT3,T,Junior High,Primary,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,F,F,F
GP,F,15,U,GT3,T,Primary,Primary,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,C,C,C
GP,F,15,U,LE3,A,Junior High,Primary,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,D,D,D
GP,F,15,U,GT3,T,Secondary,Junior High,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,D,D,D
GP,F,15,U,GT3,T,Primary,Junior High,at_home,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,C,C,C
GP,F,15,U,GT3,T,Primary,Junior High,at_home,services,course,father,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,D,D,D
GP,M,16,U,GT3,T,Higher,Higher,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,F,F,F
GP,M,15,U,LE3,A,Junior High,Primary,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,C,D,D
GP,M,18,U,LE3,T,Primary,Primary,other,other,course,mother,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,D,F,F
GP,M,16,U,LE3,T,Junior High,Primary,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,F,D,D
GP,F,15,R,GT3,T,Secondary,Secondary,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,C,C,C
GP,M,19,U,GT3,T,Secondary,Junior High,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,D,F,D
GP,F,17,U,GT3,T,Higher,Higher,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,C,C,C
GP,M,15,R,GT3,T,Junior High,Secondary,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,F,F,F
GP,M,17,R,LE3,T,Primary,Junior High,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,F,F,D
GP,F,18,R,GT3,T,Primary,Primary,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,D,D,D
